accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning
A.24-1964,1964.0,O70367,Statuette,Angel,Augsburg,"Gerhard, Hubert",sculptor,ca. 1581 - ca. 1584,2008BV1254,,,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
A.28-1964,1964.0,O70372,Statuette,Prophet,Augsburg,"Gerhard, Hubert",sculptor,ca. 1581 - ca. 1584,2008BU7199,,,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
"1381:1, 2-1874",1874.0,O145807,Sculpture of Buddha,Buddha Sakyamuni,Thailand,Unknown,,19th century,,,gilding,,"The Himalayas and South-East Asia, Room 47a",False,False
831-1873,1873.0,O334646,Bust,The Clodion Venus,Stoke-on-Trent,Minton,manufacturer,1873,2006AP7014,parian,tinted,,"Ceramics, Room 139, The Curtain Foundation Gallery",False,False
1127-1905,1905.0,O111656,Medal,Henri Frantz,Paris,"Spicer Simson, Theodore",medallist,1904,,bronze,casting,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
1046-1871,1871.0,O103046,Roodloft,Roodloft from St John's Cathedral in 's-Hertogenbosch,Netherlands,"van Norenberch, Coenraed",,1610-1613,2009CP9348,alabaster,carved,Reformation,"Medieval & Renaissance, Room 50a, The Paul and Jill Ruddock Gallery",False,False
REPRO.1865-48,1865.0,O128068,Statue,Mercury and Psyche,Paris,Adriaen de Vries,sculptor,1865,2006BK4539,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
C.85:1-2025,2025.0,O1799426,ceramics,Superfluous Garland Swag Urn and Pedestal,Australia,"Russell, Ebony",,2021,,porcelain,,,"Ceramics, Room 143, The Timothy Sainsbury Gallery",False,False
A.26-1964,1964.0,O70370,Statuette,Prophet,Augsburg,"Gerhard, Hubert",sculptor,ca. 1581 - ca. 1584,2007BM3828,,,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
A.25-1964,1964.0,O70369,Statuette,Prophet,Augsburg,"Gerhard, Hubert",sculptor,ca. 1581 - ca. 1584,2007BM3830,,,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
IM.239-1922,1922.0,O60945,Figure,Bodhisattva Avalokitesvara,Nepal,Unknown,,14th century,2006AR0339,copper-gilt,cast,,"Buddhism, Room 18, The Robert H. N. Ho Family Foundation Galleries of Buddhist Art",False,False
A.3-1964,1964.0,O70433,Group,The Sleep of Sorrow and the Dream of Joy,London,"Monti, Raffaelle",sculptor,1861,2006AM7987,marble,,,"British Galleries, Room 122",False,False
E.2-1955,1955.0,O78179,Sketchbook,"Burne-Jones, E.C. Sketchbook ",London,"Burne Jones, Edward Coley (Sir)",maker,1864-1870,2006AM5595,,,Victorian,"British Galleries, Room 122",False,False
7572-1861,1861.0,O108804,Relief,Virgin and Child enthroned with Saint John the Baptist and Saint James,Florence (city),"Firenze, Michele da",workshop of,ca. 1440,2009CR8220,terracotta,modelling (shading),,"Medieval & Renaissance, Room 50b, The Paul and Jill Ruddock Gallery",False,False
A.27-1964,1964.0,O70371,Statuette,Moses,Augsburg,"Gerhard, Hubert",sculptor,ca. 1581 - ca. 1584,2008BU7219,,,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
1009:0 to 8-1873,1873.0,O70390,Group,The Judgement of Solomon,Munich,"Troger, Simon",sculptor,ca. 1741,2012FT0867,Ivory,Carving,,"Europe 1600-1815, Room 3",False,False
A.1-1973,1973.0,O93918,Mask,Mask,France,Unknown,,ca. 1700,2014HD3581,bronze,gilding,,"Europe 1600-1815, Room 5, The Friends of the V&A Gallery",False,False
219-1879,1879.0,O92827,Figure bust,Woman in Anguish,Lombardy,"Solari, Cristoforo",circle of,ca. 1515-1520,2006BC6345,alabaster,,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
A.78-1970,1970.0,O70872,Bust,Cardinal Paolo Emilio Zacchia,Rome,"Algardi, Alessandro",maker,ca. 1650,2013GU3109,terracotta,,,"Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery",False,False
A.16-1912,1912.0,O70778,Statue,,Würzburg,"Riemenschneider, Tilman",maker,ca. 1505,2006AN7105,,,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
"A.17:1, 2-1912",1912.0,O70780,Statue,,Würzburg,"Riemenschneider, Tilman",maker,ca. 1505,2006AN5557,,,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
7595A-1861,1861.0,O39629,Frame,,Rome,"Sansovino, Jacopo",sculptor,ca. 1513,2006AP8568,,,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
357-1854,1854.0,O70819,Reliquary,,Konstanz,Unknown,,ca. 1490-1500,2006AV8150,linden,carving,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
6995-1860,1860.0,O93096,Relief,Bust of a young woman,Ulm,"Erhart, Michel",maker,ca. 1480,2008BU3898,limewood,carving,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
274-1867,1867.0,O92607,Plaque,Saint Paul,Saxony,Unknown,,first quarter of 13th century,2006BF9976,ivory,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
1459-1902,1902.0,O106771,Statuette,The Virgin and Child,China,Unknown,,ca. 1700 - ca. 1720,2006AD1394,ivory,gilding,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
REPRO.1899-56,1899.0,O12512,Statue,St Francis of Assisi,Padua,Donatello,sculptor,1447–1454,2007BM5946,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
A.20-1978,1978.0,O89638,Statuette,Horse Drinking from a Spring,London,"Fanelli, Francesco",Sculptor,ca. 1635-1640,2006AE5040,bronze,cast,,"Sculpture, Room 117",False,False
REPRO.1864-83,1864.0,O127948,Pulpit,,Pisa,"Pisano, Nicola",sculptor,1260,2007BM5763,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
4411-1938,1938.0,O1308220,Photograph,,,,,,2015HN8935,photographic paper,photography,,"Photography Centre, Room 100, The Bern and Ronny Schwartz Gallery",False,False
"M.42:1-3,-2017",2017.0,O1413954,Balancing Bowl (3),Balancing Bowl (3),London,Juliette Bigley,designer and maker,2016,2017KK1282,silver,raising,Contemporary,"Silver, Room 66",False,False
A.12-1961,1961.0,O121661,Bust,Niccolo Sirigatti,Florence (city),"Sirigatti, Ridolfo",made,1576,2009CE2352,marble,carved,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
A.4-1950,1950.0,O89216,Statuette,Standing Youth,Germany,"Baur, Johann Leonhard",maker,1710,2006AD1055,ivory,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.30-1959,1959.0,O97489,Relief,The Coronation of the Virgin,England,Unknown,,ca. 1325-50,,sandstone,carving,,"Medieval & Renaissance,  Room 10B, The Parasol Foundation Trust Study Area",False,False
A.134-1929,1929.0,O162364,Statue,,Venice,Lombardo,sculptor,ca. 1475-1500,2009CB7263,marble,,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
CIRC.218-1972,1972.0,O19565,Form,,Great Britain,"Newman, Bryan",maker,1969,2006AN7535,Stoneware,,,"Ceramics, Room 143, The Timothy Sainsbury Gallery",False,False
IM.300-1914,1914.0,O72242,Figure,Avalokiteshvara,Andhra Pradesh,Unknown,,late 7th Century,2016JK5872,copper alloy,casting,Pallava,"South Asian Sculpture, Room 47b",False,False
A.2-1955,1955.0,O127051,Bust,Dr Anthony Addington,London,Thomas Banks,sculptor,1790,2021NA4553,marble,,,"Sculpture, Room 22, The Dorothy and Michael Hintze Galleries",False,False
A.99-1910,1910.0,O136693,Statuette,Neptune,Florence,"Danti, Vincenzo",possibly,ca. 1560,2006AN4392,bronze,casting,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
A.93-1916,1916.0,O128848,Corbel head,Corbel Head,England,Unknown,,1250-1270,2009CC5594,Limestone,Carving,Gothic,"Medieval & Renaissance, Room 9, The Dorothy and Michael Hintze Gallery",False,False
IM.106-1926,1926.0,O449629,Bottle,,Matara,unknown,,19th century,2010EA6872,earthenware,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
A.55-1956,1956.0,O89486,Statuette,Cain and Abel,Milan,"Bussola, Dionigi",after,1650-1700,2006AE9216,bronze,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.4-1961,1961.0,O89566,Statuette,Charity,Rome,"Algardi, Alessandro",after,1635-1650,2006AE9376,bronze,casting,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.1-1954,1954.0,O180959,Model,"Thomas Wentworth, 1st Earl Strafford (1672-1739)",London,"Rysbrack, John Michael",sculptor,ca. 1740,2007BP9551,terracotta,,,"Sculpture, Room 22, The Dorothy and Michael Hintze Galleries",False,False
593-1865,1865.0,O87548,Statuette,David with the Head of Goliath,Italy,Severo da Ravenna,workshop of,ca. 1520,2022NE1209,bronze,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
REPRO.1889-91,1889.0,O41563,Bust,Portrait of a young woman,Italy,"dell'Aquila, Andrea",sculptor,1450-1500,2007BM5890,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
A.26-1959,1959.0,O349949,Bust,Claude-Joseph Vernet,France,"Boizot, Louis-Simon",sculptor,1783,2008BU3928,bronze,,,"Europe 1600-1815, Room 4",False,False
REPRO.A.1916-660,1916.0,O129839,Head,Head of a man,Salisbury cathedral,Unknown,,ca. 1260 - ca. 1280,2010EA2896,Plaster,casting,gothic,"Medieval & Renaissance, Room 64b, The Simon Sainsbury Gallery",False,False
REPRO.A.1916-564,1916.0,O129735,Head,Head of a lady,Salisbury Cathedral,Unknown,,ca. 1260 - ca.1280,2010EA2158,Plaster,casting,Gothic,"Medieval & Renaissance, Room 64b, The Simon Sainsbury Gallery",False,False
6582-1859,1859.0,O87374,Cameo,The Death of the Virgin ,Nuremberg,Unknown,,1570,2007BM0133,shell,carving,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
REPRO.1884-298,1884.0,O41524,Statue,Crouching boy,Florence,Michelangelo,sculptor,ca. 1524,2006AX9876,plaster,cast,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
REPRO.1873-383,1873.0,O128253,Figure,,Brunswick,"Howalett, Georg",caster,ca. 1872-73,2019LY3501,Plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
A.92-1929,1929.0,O14806,Capital,,Italy,Unknown,,1200-1250,2006AY6149,,,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
S.86-1978,1978.0,O1114280,Bust,Sarah Siddons,Great Britain,"Siddons, Sarah",sculptors,ca. 1790,2006AH0684,plaster,modelling (forming),,"Theatre and Performance Galleries, Room 104",False,False
4652-1859,1859.0,O89869,Medallion,Hope,Nuremberg,"Flötner, Peter",maker,1540-1546,,Lead,relief,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.30-1984,1984.0,O111857,Medal,Diamond,Kingswood,"Chadwick, Lynn",medallist,1983,2006AF0001,bronze,,Contemporary,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
SKM.8&A,,O1070765,Oil painting,Composition of children,London,"Morrison, W",artist,1869,2011EM6048,oil paint,painted,British,"Photography Centre, Room 101, The Sir Elton John and David Furnish Gallery",False,False
A.131-1980,1980.0,O111270,Statuette,Owl,London,"Adams, George Gammon",maker,ca. 1850 - 1898,2006BB2112,marble,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.58-1951,1951.0,O96368,Statue,Putto with a Shield,Venice,"Lombardo, Pietro",style of,ca. 1500,2006AM2847,marble,,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
A.8-1993,1993.0,O34921,Figure group,Peasant woman nursing a baby,London,Aimé-Jules Dalou,sculptor,1873,2017JY5712,terracotta,,,"Sculpture, Room 21a, The Dorothy and Michael Hintze Galleries",False,False
A.3:1-1995,1995.0,O347278,Bust,"The Artist's Wife, Nita Maria Schonfeld Resch",London,"Dressler, Conrad",maker,1898,2021NA5122,terracotta,,,"Sculpture, Room 21a, The Dorothy and Michael Hintze Galleries",False,False
A.1:1 to 4-2008,2008.0,O145552,Relief,Scandal,Thames Ditton,"Jagger, Charles Sargeant",sculptor,1930,2008BR6670,bronze,casting,Art Deco,"Sculpture, Room 21, The Dorothy and Michael Hintze Galleries",False,False
A.28-1954,1954.0,O89844,Plaquette,Fortitude,Nuremberg,"Flötner, Peter",maker,1540-1546,2006AE9331,lead,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
E.424-1946,1946.0,O78215,Design,Memorial to Sir Isaac Newton ,Great Britain,"Kent, William",artist,ca. 1731,2006AN0889,pen and ink,drawing,,"British Galleries, Room 54",False,False
33-1867,1867.0,O127061,Model,John Locke,England,"Rysbrack, John Michael",artist,1755,2007BP9433,terracotta,,,"Sculpture, Room 22, The Dorothy and Michael Hintze Galleries",False,False
A.2-1965,1965.0,O89592,Relief,The Entombment,Zaragoza,"Moreto, Pedro",maker,ca. 1555,2006AE8114,alabaster,painting (image-making),,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
7391-1860,1860.0,O87413,Spout of a fountain,,Lucca (town),Unknown,,ca. 1490-1520,2009CT2907,bronze,casting,,"Medieval & Renaissance, Room 50a, The Paul and Jill Ruddock Gallery",False,False
REPRO.1888-666,1888.0,O40893,Central Pier,Central pier with statues of Christ and St David,Paris,Messrs. Jean Pouzadoux,casters,ca. 1888,2006BK4596,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
IS.9-1951,1951.0,O479376,Head,,Mohenjo Daro,Unknown,,2000 BC,2010EA5652,terracotta,,Indus Valley,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
A.127A-1946,1946.0,O71632,Panel,Head of St John the Baptist with Christ,England,Unknown,,1470-1490,2006AH4604,alabaster,carving,Medieval,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
49-1864,1864.0,O70327,Statue,St John the Evangelist,Augsburg,"Daucher, Hans",sculptor,ca. 1523,2006AN5610,limestone,carving,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
REPRO.1885-197,1885.0,O40918,Statue,David,Florence (city),Donatello,after,1428-1430,2007BM5864,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
A.7-1987,1987.0,O110694,Bell,Hand bell with Sun Motif,Verona,"de Levis, Giuseppe",maker,1583,2006AE9250,bell metal,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.2-2016,2016.0,O349833,Bust,Emmeline Pankhurst,Britain,"Walker, Arthur George",sculptor,ca. 1929,2006AD0999,ivory,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.6-2016,2016.0,O89694,Relief,Oliver Cromwell (1599-1658),England,"Hagen, Gaspar van der",maker,ca. 1740 - ca. 1769,2006AE3896,ivory,carving,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
526-1895,1895.0,O108789,statue,,France,unknown,,1300-1350,2006BK5972,,,,"Medieval & Renaissance, Room 10",False,False
IM.42-1934,1934.0,O166465,Figure,Shiva,Thailand,Unknown,,circa 15th century,2008BW4929,bronze,cast,,"The Himalayas and South-East Asia, Room 47a",False,False
A.216-1946,1946.0,O130438,Figure,The Bodhisattva Guanyin holding a vase,China,Unknown,,575 - 625,2014HG7309,Granite,carving,Sui,"China, Room 47e",False,False
A.11-1940,1940.0,O311522,Statuette,"St Anne, The Virgin and Child",Ulm,"Mauch, Daniel",maker,1520-25,2010EJ4955,limewood,carving,,"Sculpture 1300-1600, Room 27",False,False
REPRO.1885-1,1885.0,O40957,Statue,Christian II of Denmark,Bordesholm,"Brüggemann, Hans",sculptor,ca. 1514-1521,2006BK4587,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1899-51,1899.0,O12529,Statue,St John the Baptist,Florence,"da Maiano, Benedetto",sculptor,1471-1481,2007BM5940,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
7533-1860,1860.0,O102950,Plaquette,Neptune among the Sea Centaurs,Italy,Unknown,,ca. 1510,2006AE9189,bronze,casting,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.38-1910,1910.0,O98447,Statue,St Paul,Landshut,Unknown,,ca.1480,2009CP6012,terracotta,painting,,"Medieval & Renaissance, Room 50b, The Paul and Jill Ruddock Gallery",False,False
REPRO.1873-380,1873.0,O41431,Tombstone,Presbyster Bruno,Hildesheim,Friedrich Küsthardt,caster,ca. 1873,2006BK4555,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
4906-1858,1858.0,O110861,Bust,Old man of the Capponi family,Florence,Unknown,,1450-1500,2006AE6166,terracotta,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.2-1984,1984.0,O75455,Bust,Eugénie Maria Wynne,England,Aimé-Jules Dalou,sculptor,1875,2021NA5119,terracotta,,,"Sculpture, Room 21a, The Dorothy and Michael Hintze Galleries",False,False
A.137-1910,1910.0,O110692,Statuette,Hercules Resting,Italy,Unknown,,16th century,2006AE5145,Bronze,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.10-2024,2024.0,O129522,Relief,The Deposition from the Cross,England,Unknown,,ca. 1200,2009CA7216,walrus tusk ivory,carving,,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
REPRO.1864-56,1864.0,O128081,Relief,The Raising of Lazarus,London,Franchi and Son (Messrs.),caster,1851,2006BK4534,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
A.7-1912,1912.0,O110668,Model,Valour and Cowardice,England,"Stevens, Alfred",sculptor,ca. 1857,2006AE9413,clay,modelled,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
REPRO.A.1938-22,1938.0,O128190,Tomb memorial slab,"Roger, Bishop of Salisbury",London,,,1852-1854,2006BK4694,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
60-1882,1882.0,O16262,Statue,Head of an ox,Padua,Unknown,,2nd half 17th century,2015HP4207,,,,"Europe 1600-1815, Room 6, The Lisa and Bernard Selz Gallery",False,False
910-1855,1855.0,O152772,Statuette,Kneeling Cupid,London,"Delvaux, Laurent",maker,ca. 1730-1732,2009CD9170,terracotta,,,"Sculpture, Room 24, The Dorothy and Michael Hintze Galleries",False,False
911-1855,1855.0,O152784,Statuette,Kneeling Cupid,London,"Delvaux, Laurent",maker,ca. 1730-1732,2009CD9174,terracotta,,,"Sculpture, Room 24, The Dorothy and Michael Hintze Galleries",False,False
REPRO.A.1926-10,1926.0,O40912,Capital,,Madrid,,,1926,2006BK4664,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
A.27-1939,1939.0,O127049,Bust,Canon Edward Finch,England,"Rysbrack, John Michael",sculptor,1728,2021NA4563,terracotta,,,"Sculpture, Room 22, The Dorothy and Michael Hintze Galleries",False,False
REPRO.1864-106,1864.0,O41040,Relief,,Paris,Monsieur Desachy,caster,ca. 1864,2006BK4529,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1882-4,1882.0,O41031,Relief,,Paris,Monsieur Desachy,caster,ca. 1864,2006BK4577,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1864-108,1864.0,O41551,Relief,,Paris,Monsieur Desachy,caster,ca. 1864,2006BK4529,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
REPRO.1864-107,1864.0,O41039,Relief,,Paris,Monsieur Desachy,caster,ca. 1864,2006BK4529,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
A.4-1973,1973.0,O127104,Relief,A Putto holding the Crown and coat of arms of Ireland,England,"Gibbons, Grinling",maker,ca. 1686,2006AM8815,marble,,,"Sculpture, Room 24, The Dorothy and Michael Hintze Galleries",False,False
C.73-2012,2012.0,O1248456,Form,telephone,Frauenau,"Eisch, Erwin",made,1972,2013GM5676,glass,mould-blown,studio,"Glass, Room 131",False,False
106-1867,1867.0,O110687,Medal,Allegory of Bad Government,Nuremberg,"Flötner, Peter",maker,1540-1546,2006AE9286,lead,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
A.2-2002,2002.0,O65846,Statuette,Nude female figure,Italy,"Bologna, Giovanni",maker,16th century,2006AE8072,,,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
1815-1892,1892.0,O68782,Statuette,Virgin & Child,Venice,"di Mazolis, Ambrogio",maker,1536,2010EM3090,Marble,carving,,"Sculpture 1300-1600, Room 27",False,False
A.4-1971,1971.0,O111653,Medal,"Emmanuel-Augustin-Dieudonné-Marin-Joseph, Comte de Las Cases",France,Pierre-Jean David d'Angers,medallist,1830,2006AE5019,Bronze,sand cast,,"Sculpture, Room 111, The Gilbert Bayes Gallery",False,False
