Museum number,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status,Culture,Production place,Find spot
"No: 1873,0820.63",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Archaic Greek,,Excavated/Findspot: Melos (said to be from)
"No: 1994,1001.1",4thC,4thc,301.0,400.0,350.0,parsed_century_single,Roman,Made in: Athens,
"No: 1920,0218.1",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,,
"No: 1882,0204.67",410BC (circa),410bc,-410.0,-410.0,-410.0,parsed_bc_single,Western Greek,Made in: Taranto,Excavated/Findspot: Taranto
"No: 1842,0728.1102",1stC(late) (circa),1stc,1.0,100.0,50.0,parsed_century_single,Roman; Hellenistic,Made in: Pergamon (historic),Excavated/Findspot: Pergamon (historic)
"No: 1859,1226.28",350BC-300BC (circa),350bc-300bc,-350.0,-300.0,-325.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Temple of Demeter (Knidos)
"No: 1948,0501.162",380BC-360BC,380bc-360bc,-380.0,-360.0,-370.0,parsed_bc_range,Classical Greek,,Excavated/Findspot: Halicarnassus (historic)
No: EA63413,,,,,,no_date_text,Naqada I,,Excavated/Findspot: Matmar
No: Am.8624,1300-1521 (circa),1300-1521,1300.0,1521.0,1410.0,parsed_ad_range,Aztec,,Excavated/Findspot: Mexico
"No: 1898,0702.76",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,,Found/Acquired: Sri Lanka
"No: 1904,1113.2",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,Made in: Egypt,
"No: 1938,0314.58.CR",1759-60,1759-60,1759.0,60.0,910.0,parsed_ad_range,,Factory in: Vauxhall,
"No: 1896,0201.185",300BC-50BC,300bc-50bc,-300.0,-50.0,-175.0,parsed_bc_range,Hellenistic,Made in: Cyprus,Excavated/Findspot: Kourion
"No: 1989,0508.1",1893 (made),1893,1893.0,1893.0,1893.0,parsed_ad_single,,Original from: Nineveh (historic - Iraq);  Factory in: Spode Works,
"No: 1952,1106.1",540BC-500BC,540bc-500bc,-540.0,-500.0,-520.0,parsed_bc_range,Archaic Greek,,
"No: 1951,0526.4",5thC BC(early),5thcbc,-500.0,-401.0,-450.0,parsed_century_single,,Made in: Sicily,Found/Acquired: Gela (Sicily)
"No: 1867,0508.660",350BC-330BC (circa); late fourth century BC (Swaddling),350bc-330bc,-350.0,-330.0,-340.0,parsed_bc_range,Campanian,Made in: Campania,
"No: 1925,1014.1",1115-1234,1115-1234,1115.0,1234.0,1174.0,parsed_ad_range,Jin dynasty,Made in: China,Found/Acquired: China
No: EA64518,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1888,1006.1",580BC - 570BC,580bc-570bc,-580.0,-570.0,-575.0,parsed_bc_range,Cypro-Archaic II,Made in: Cyprus,Excavated/Findspot: Sanctuary of Aphrodite (Naukratis)
"No: 1868,0110.157",470BC (circa),470bc,-470.0,-470.0,-470.0,parsed_bc_single,Classical Greek,,Excavated/Findspot: Corfu (said to be from)
No: 1880.25,8thC-9thC,8thc-9thc,701.0,900.0,800.0,parsed_century_range,,,Found/Acquired: Bhitari
"No: 1923,0212.288",700BC-600BC (circa),700bc-600bc,-700.0,-600.0,-650.0,parsed_bc_range,Orientalising Period,,Excavated/Findspot: Sanctuary of Artemis Orthia (Lacedaemon)
"No: 1863,0728.276",480BC (circa),480bc,-480.0,-480.0,-480.0,parsed_bc_single,Sicilian,Made in: Sicily,Excavated/Findspot: Gela (Sicily)
"No: 1942,0214.18",1stC BC-1stC AD (circa),1stcbc-1stcad,-100.0,100.0,0.0,parsed_century_range,,,Found/Acquired: Kausambi (historic)
No: 22459,800BC-500BC,800bc-500bc,-800.0,-500.0,-650.0,parsed_bc_range,Late Babylonian,,
"No: As1942,01.1",18thC (?),18thc,1701.0,1800.0,1750.0,parsed_century_single,Edo Period,Made in: Japan,
"No: 1883,0106.44",600 BC-500 BC,600bc-500bc,-600.0,-500.0,-550.0,parsed_bc_range,Cypro-Archaic II,Made in: Cyprus,Excavated/Findspot: Sanctuary of Artemis (Achna)
"No: 1863,0728.411",200BC-100BC (circa),200bc-100bc,-200.0,-100.0,-150.0,parsed_bc_range,Sicilian,Made in: Centuripe,Excavated/Findspot: Centuripe
"No: Oc,EP.32",late 18thC (before 1775?),18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: Easter Island
"No: 1881,1010.1",1043 (circa),1043,1043.0,1043.0,1043.0,parsed_ad_single,Pala,,Found/Acquired: Imadpur
"No: 1952,1101.6",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,,,Found/Acquired: Tibet
No: 1880.128,18thC-19thC,18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,,,Found/Acquired: Tibet
"No: 1864,1007.1394",550BC (circa),550bc,-550.0,-550.0,-550.0,parsed_bc_single,East Greek,Made in: Rhodes (?),Excavated/Findspot: Fikellura grave 252
"No: 1877,0930.45",5thC BC(early),5thcbc,-500.0,-401.0,-450.0,parsed_century_single,Rhodian,Made in: Rhodes,Found/Acquired: Thymbra (historic)
"No: 1963,1111.1",17thC,17thc,1601.0,1700.0,1650.0,parsed_century_single,,,Found/Acquired: Deccan
"No: 1877,0515.8",250BC-200BC (circa),250bc-200bc,-250.0,-200.0,-225.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1907,1201.4",650BC-600BC (circa),650bc-600bc,-650.0,-600.0,-625.0,parsed_bc_range,Orientalising Period,,Excavated/Findspot: Sanctuary of Artemis (Ephesus)
"No: 1856,1226.264",2ndC BC,2ndcbc,-200.0,-101.0,-150.0,parsed_century_single,,Made in: Italy,Excavated/Findspot: Capua (said to be from)
"No: 1873,0820.740",30-180,30-180,30.0,180.0,105.0,parsed_ad_range,Roman,,Excavated/Findspot: Agrigento (town)
"No: 1923,0314.86.CR",1756,1756,1756.0,1756.0,1756.0,parsed_ad_single,,Factory in: Nymphenburg Palace,
"No: 1864,1007.167",6thC BC (circa),6thcbc,-600.0,-501.0,-550.0,parsed_century_single,East Greek,,Excavated/Findspot: Deposit D&E (Kamiros)
"No: 1887,0717.54",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,,Made in: India (Mathura),Found/Acquired: Mathura
"No: 1861,0728.3",7thC-8thC,7thc-8thc,601.0,800.0,700.0,parsed_century_range,,,Found/Acquired: Ushkur (?);  Found/Acquired: Peshawar District (?)
"No: 1824,0453.7",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,Excavated/Findspot: Italy (probably)
"No: 1983,0426.3",1900 (circa),1900,1900.0,1900.0,1900.0,parsed_ad_single,,,Found/Acquired: Chennai District
No: EA15564,,,-1069.0,-945.0,-1007.0,no_date_text,21st Dynasty,,Found/Acquired: Egypt
No: EA9871,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1856,1226.249",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,Made in: Campania,Excavated/Findspot: Egnatia (historic) (?);  Excavated/Findspot: Fasano (?)
"No: 1894,1101.89",600BC-500BC,600bc-500bc,-600.0,-500.0,-550.0,parsed_bc_range,Cypro-Archaic II,Made in: Cyprus,Excavated/Findspot: Amathus (historic)
"No: 1901,1224.7",4thC(early),4thc,301.0,400.0,350.0,parsed_century_single,,,Found/Acquired: Mathura
"No: 1893,0915.7",1stC BC(early) (onwards),1stcbc,-100.0,-1.0,-50.0,parsed_century_single,Hellenistic,Made in: Myrina,Excavated/Findspot: Myrina (said to be from)
"No: 1873,0820.579",2ndC BC (circa),2ndcbc,-200.0,-101.0,-150.0,parsed_century_single,Etruscan,Made in: Italy,Excavated/Findspot: Canino (said to be from)
"No: 1859,0301.17",460BC (circa),460bc,-460.0,-460.0,-460.0,parsed_bc_single,Classical Greek,,
"No: 1824,0470.2",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,,
No: 114313,2500BC,2500bc,-2500.0,-2500.0,-2500.0,parsed_bc_single,Early Dynastic III,,Excavated/Findspot: Tell Al-'Ubaid
No: SLMisc.1190,17thC,17thc,1601.0,1700.0,1650.0,parsed_century_single,Ming dynasty; Qing dynasty,,Found/Acquired: China
"No: Af1956,27.1",1900 (or earlier),1900,1900.0,1900.0,1900.0,parsed_ad_single,,Made in: Mali,Found/Acquired: Mali
"No: 1867,0508.774",480BC (circa),480bc,-480.0,-480.0,-480.0,parsed_bc_single,Classical Greek; Archaic Greek,,
"No: 1824,0478.2",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,,
"No: Oc1894,0716.5",,,,,,no_date_text,,,Found/Acquired: New Zealand
"No: 1995,0301.1",230BC-200BC,230bc-200bc,-230.0,-200.0,-215.0,parsed_bc_range,Hellenistic,Made in: Boeotia (perhaps),
"No: 1861,0425.37",600BC-575BC (circa),600bc-575bc,-600.0,-575.0,-588.0,parsed_bc_range,Corinthian,Made in: Corinth,Excavated/Findspot: Kamiros (historic)
"No: 1854,0722.2",1stC BC-1stC,1stcbc-1stc,-100.0,100.0,0.0,parsed_century_range,Roman,,
"No: Af1969,09.5",,,,,,no_date_text,,Made in: Democratic Republic of Congo,
No: EA63800,600BC (after),600bc,-600.0,-600.0,-600.0,parsed_bc_single,Late Period,,Found/Acquired: Egypt
"No: 1856,1001.60",3rdC BC(late)-2ndC BC(early),3rdcbc-2ndcbc,-300.0,-101.0,-200.0,parsed_century_range,Hellenistic,Made in: Cyrenaica (historic),Found/Acquired: Banghazi
"No: 1898,0702.29",9thC,9thc,801.0,900.0,850.0,parsed_century_single,Anuradhapura,Made in: Sri Lanka,Found/Acquired: Sri Lanka
"No: 1872,0604.873",50-150 (circa),50-150,50.0,150.0,100.0,parsed_ad_range,Roman,,Excavated/Findspot: Chiusi (said to be)
"No: Af1947,18.31",,,,,,no_date_text,,Made in: Nigeria,
"No: 1895,1111.2",18th century - 19th century,18th c-19th c,1701.0,1900.0,1800.0,parsed_century_range,Edo Period,Made in: Japan,
"No: 1857,1118.10",9thC-10thC,9thc-10thc,801.0,1000.0,900.0,parsed_century_range,,,Found/Acquired: Bambhra-ka-thul (?)
No: EA60114,,,,,,no_date_text,Ancient Egypt,,Found/Acquired: Egypt
"No: 1981,0101.384",1758-1760 (circa),1758-1760,1758.0,1760.0,1759.0,parsed_ad_range,,Factory in: Bow (Tower Hamlets),
"No: 1949,1011.54",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,Made in: Gaul (historic) (Eastern),Excavated/Findspot: Cologne (city)
"No: 1951,0606.5",600BC-550BC (circa),600bc-550bc,-600.0,-550.0,-575.0,parsed_bc_range,Boeotian,Made in: Boeotia (perhaps),Excavated/Findspot: Thebes (historic - Greece)
"No: 1882,0203.1",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Western Greek,Made in: Taranto,Excavated/Findspot: Taranto
No: 123888,800BC-600BC,800bc-600bc,-800.0,-600.0,-700.0,parsed_bc_range,Urartian,,Excavated/Findspot: Toprakkale
"No: 1867,1010.30",520 BC-500 BC,520bc-500bc,-520.0,-500.0,-510.0,parsed_bc_range,Cypro-Archaic II,Made in: Cyprus,Excavated/Findspot: Idalion (?)
"No: 1901,0710.1",3rdC-4thC,3rdc-4thc,201.0,400.0,300.0,parsed_century_range,Roman,,Excavated/Findspot: Alexandretta (historic) (said to be from)
"No: 1996,0326.2",420BC-400BC,420bc-400bc,-420.0,-400.0,-410.0,parsed_bc_range,Boeotian,Made in: Boeotia,
"No: 1879,1201.28",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,,,Found/Acquired: Kambhatti (?)
No: EA11101,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: Af1979,01.300",,,,,,no_date_text,,Made in: Ethiopia,Found/Acquired: Ethiopia (south)
No: 123870,8thC BC,8thcbc,-800.0,-701.0,-750.0,parsed_century_single,Urartian,,Excavated/Findspot: Toprakkale
"No: 2022,3034.190",2ndC BC-2ndC AD,2ndcbc-2ndcad,-200.0,200.0,0.0,parsed_century_range,Han dynasty,Made in: China,
"No: 1863,0728.412",200BC-100BC (circa),200bc-100bc,-200.0,-100.0,-150.0,parsed_bc_range,Sicilian,Made in: Centuripe,Excavated/Findspot: Centuripe
No: EA56842,,,,,,no_date_text,Ancient Egypt,,Found/Acquired: Egypt
"No: PDF,A.631",1573-1620,1573-1620,1573.0,1620.0,1596.0,parsed_ad_range,Ming dynasty; Wanli,Made in: Jingdezhen,
"No: 1878,1101.46",17thC,17thc,1601.0,1700.0,1650.0,parsed_century_single,,Made in: Portuguese India (historic),
"No: 1865,0103.40",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,,
"No: 1860,1002.107",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,Excavated/Findspot: Carthage
"No: 1909,1201.485",18thC-19thC (circa),18thc-19thc,1701.0,1900.0,1800.0,parsed_century_range,,,
"No: 1856,1226.800",510BC-490BC (circa),510bc-490bc,-510.0,-490.0,-500.0,parsed_bc_range,Etrusco-Campanian; Archaic Period (Etruscan),Made in: Campania (probably),Excavated/Findspot: Capua
"No: 1987,1221.1",10thC,10thc,901.0,1000.0,950.0,parsed_century_single,,,Found/Acquired: China
"No: 1859,1228.39",9thC,9thc,801.0,900.0,850.0,parsed_century_single,,Made in: West Bengal (Eastern part),Found/Acquired: Java
"No: 1980,0325.1-2",1655-1670,1655-1670,1655.0,1670.0,1662.0,parsed_ad_range,Edo Period,Made for: Europe;  Made in: Kakiemon Kiln,
"No: 1966,0616.1",9thC-10thC,9thc-10thc,801.0,1000.0,900.0,parsed_century_range,,Made in: India;  Made in: Kashmir (historic),
No: EA61508,,,-1550.0,-1069.0,-1309.5,no_date_text,New Kingdom,,Found/Acquired: Egypt
"No: 1868,0110.738",340BC (circa),340bc,-340.0,-340.0,-340.0,parsed_bc_single,Hellenistic,Made in: Crete,Excavated/Findspot: Corfu
"No: 1980,0728.73",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,Qing dynasty,,Found/Acquired: Dehua
"No: 1926,0930.62",2ndC(late) (?),2ndc,101.0,200.0,150.0,parsed_century_single,Roman,Made in: Egypt,Excavated/Findspot: Fayum
"No: 1991,0126.2",10-40,10-40,10.0,40.0,25.0,parsed_ad_range,Gallo-Roman; Roman Imperial,Made in: Gaul (historic),Excavated/Findspot: Narbonne (said to be from)
"No: 1926,1115.2",420BC (circa),420bc,-420.0,-420.0,-420.0,parsed_bc_single,Boeotian,Made in: Boeotia,"Excavated/Findspot: Copais, Lake"
"No: 1859,1228.1",9thC,9thc,801.0,900.0,850.0,parsed_century_single,,Made in: West Bengal (Eastern part),Found/Acquired: Prambanan
"No: 1946,1129.1",550BC (circa),550bc,-550.0,-550.0,-550.0,parsed_bc_single,Archaic Greek,,Excavated/Findspot: Greece
"No: 1938,0715.1",585 (Dated by inscription),585,585.0,585.0,585.0,parsed_ad_single,Sui dynasty,Made for: Chonguang Temple;  Made in: Hancui,Found/Acquired: Chonguang Temple
"No: 1936,1012.228",728 (Date recorded for the death of General Liu Tingxun 劉庭訓),728,728.0,728.0,728.0,parsed_ad_single,Tang dynasty,,Found/Acquired: Luoyang
"No: 1923,0314.1.CR",1737-40 (circa),1737-40,1737.0,40.0,888.0,parsed_ad_range,,Factory in: Meissen,
No: SLMisc.1004,1601-1750 (circa),1601-1750,1601.0,1750.0,1676.0,parsed_ad_range,Qing dynasty,,Found/Acquired: China
"No: 1883,1020.5",4thC BC-3rdC BC,4thcbc-3rdcbc,-400.0,-201.0,-300.0,parsed_century_range,Eastern Zhou dynasty,Made in: China (South (probably)),Found/Acquired: China
"No: 2002,0422.1",2ndC BC-1stC BC,2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Ptolemaic,Made in: Egypt,
"No: 1879,0624.3",600BC-550BC (circa),600bc-550bc,-600.0,-550.0,-575.0,parsed_bc_range,Boeotian,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1873,0820.540",270BC-200BC (circa),270bc-200bc,-270.0,-200.0,-235.0,parsed_bc_range,Western Greek,Made in: Canosa di Puglia,Excavated/Findspot: Canosa di Puglia
"No: 1996,0325.1",1300BC (circa),1300bc,-1300.0,-1300.0,-1300.0,parsed_bc_single,Mycenaean,Made in: Greece,
No: OA+.11021,9thc,9thc,801.0,900.0,850.0,parsed_century_single,Abbasid dynasty,,Excavated/Findspot: Samarra
"No: 1907,0518.12",390BC-370BC (circa),390bc-370bc,-390.0,-370.0,-380.0,parsed_bc_range,Boeotian,Made in: Boeotia,
"No: 1923,0212.506",700BC-600BC (circa),700bc-600bc,-700.0,-600.0,-650.0,parsed_bc_range,Orientalising Period,,Excavated/Findspot: Sanctuary of Artemis Orthia (Lacedaemon)
"No: 1907,0717.3",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman Imperial,Made in: Egypt,Found/Acquired: Egypt
"No: 1877,0810.1",100BC-50BC (circa),100bc-50bc,-100.0,-50.0,-75.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Orange (said to be from)
No: EA65767,,,-1550.0,-1069.0,-1309.5,no_date_text,New Kingdom,,Excavated/Findspot: Buhen (Nubia)
No: EA2277,,,,,,no_date_text,Ancient Egypt,,Found/Acquired: Egypt
"No: 1836,0701.2",450BC-425BC,450bc-425bc,-450.0,-425.0,-438.0,parsed_bc_range,Etruscan,Made in: Etruria (historic - Italy),
No: EA61417,,,-1292.0,-1189.0,-1240.5,no_date_text,19th Dynasty,,Excavated/Findspot: Tomb of Ramses I (?)
"No: 1847,0806.86",490BC (circa),490bc,-490.0,-490.0,-490.0,parsed_bc_single,Western Greek,Made in: Medma,
"No: 1902,1002.46",10thC,10thc,901.0,1000.0,950.0,parsed_century_single,,,Found/Acquired: North West Frontier Province
"No: 1922,0712.1",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Archaic Greek,Made in: Athens (probably),Found/Acquired: Cairo (city) (acquired in Egypt but probably found in Greece)
No: EA61108,,,,,,no_date_text,Late Period; 22nd Dynasty,,Found/Acquired: Egypt
"No: 1933,1114.1.a-c",1stC-2ndC (circa),1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Han dynasty,,Found/Acquired: China
"No: 1844,0511.38",700BC (circa),700bc,-700.0,-700.0,-700.0,parsed_bc_single,Orientalising Period,,
"No: 1870,0320.73",2ndC BC (circa),2ndcbc,-200.0,-101.0,-150.0,parsed_century_single,Hellenistic,Made in: Priene,Excavated/Findspot: Temple of Athena Polias (Priene)
"No: 2022,3034.269",17thC-20thC,17thc-20thc,1601.0,2000.0,1800.0,parsed_century_range,Qianlong,Made in: China,
"No: 1824,0460.4",120-140,120-140,120.0,140.0,130.0,parsed_ad_range,Roman,,Found/Acquired: Huis (near)
"No: 1884,1213.9",2800BC-2700BC,2800bc-2700bc,-2800.0,-2700.0,-2750.0,parsed_bc_range,Grotta-Pelos Culture; Keros-Syros Culture,Made in: Cyclades,Excavated/Findspot: Paros
No: 118015,2500BC,2500bc,-2500.0,-2500.0,-2500.0,parsed_bc_single,Early Dynastic III,,Excavated/Findspot: Tell Al-'Ubaid
"No: 1996,0325.3",1350BC-1300BC (circa),1350bc-1300bc,-1350.0,-1300.0,-1325.0,parsed_bc_range,Mycenaean,,
"No: As1905,-.636",19thC (probably),19thc,1801.0,1900.0,1850.0,parsed_century_single,,"Made in: Igan, River","Found/Acquired: Igan, River;  Found/Acquired: Malaysia"
No: EA61111,,,-1550.0,-1069.0,-1309.5,no_date_text,New Kingdom,,Excavated/Findspot: Biban el-Muluk (Valley of the Kings - Thebes)
No: 1880.3145.1,2ndC BC-1stC BC (circa),2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,,,Found/Acquired: North West Frontier Province
"No: 1864,0108.1",300BC (circa),300bc,-300.0,-300.0,-300.0,parsed_bc_single,Hellenistic,Made in: Rhodes,Excavated/Findspot: Kamiros (historic)
"No: 1813,1211.5",,,,,,no_date_text,Romano-British,,Excavated/Findspot: Sydenham Common
"No: 1897,0401.1292",1375BC-1250BC,1375bc-1250bc,-1375.0,-1250.0,-1312.0,parsed_bc_range,Late Helladic IIIA2; Late Helladic IIIB1,Made in: Greece,Excavated/Findspot: Enkomi
"No: 1863,0728.273",5thC BC(early),5thcbc,-500.0,-401.0,-450.0,parsed_century_single,,Made in: Sicily,Excavated/Findspot: Gela (Sicily)
"No: As1991,07.8",,,,,,no_date_text,,,Found/Acquired: Delhi (district)
No: 130847,,,,,,no_date_text,Neo-Assyrian,,Excavated/Findspot: North West Palace
"No: 1850,0227.52",600BC-575BC,600bc-575bc,-600.0,-575.0,-588.0,parsed_bc_range,Etruscan,Made in: Italy,Excavated/Findspot: Isis Tomb
"No: 1856,1226.380",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,Made in: Campania,Found/Acquired: Ruvo (Puglia) (said to be from)
"No: 1966,0328.8",800BC-700BC (circa),800bc-700bc,-800.0,-700.0,-750.0,parsed_bc_range,Geometric Greek,,
"No: 2022,3034.116",15thC BC-10thC BC,15thcbc-10thcbc,-1500.0,-901.0,-1200.0,parsed_century_range,Shang dynasty,Made in: China,
"No: 1892,0314.2",350BC (circa),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Boeotian,Made in: Boeotia,Excavated/Findspot: Boeotia (said to be from)
"No: 1824,0452.2",1stC-3rdC,1stc-3rdc,1.0,300.0,150.0,parsed_century_range,Roman Imperial,,
"No: 1863,0213.1",2600BC-2400BC (circa),2600bc-2400bc,-2600.0,-2400.0,-2500.0,parsed_bc_range,Keros-Syros Culture,Made in: Cyclades,Found/Acquired: Greece
"No: 1874,1110.18",330BC-300BC (likely),330bc-300bc,-330.0,-300.0,-315.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1936,1012.288",618-750,618-750,618.0,750.0,684.0,parsed_ad_range,Tang dynasty,Made in: China (North),Found/Acquired: China
"No: 1772,0302.177.f",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,,"Excavated/Findspot: Vesuvius, Mount (said to be from)"
"No: 1978,0307.1",17thC-18thC (circa),17thc-18thc,1601.0,1800.0,1700.0,parsed_century_range,Ming dynasty; Qing dynasty,,Found/Acquired: China
"No: 1960,0411.4",800 (circa),800,800.0,800.0,800.0,parsed_ad_single,,,Found/Acquired: Kashmir (historic)
"No: 1986,0515.10",1426-1435,1426-1435,1426.0,1435.0,1430.0,parsed_ad_range,,,Found/Acquired: Shigatse (City)
"No: Am1954,05.1000",1850-1870 (circa),1850-1870,1850.0,1870.0,1860.0,parsed_ad_range,,,Found/Acquired: North America
"No: 1953,0718.1",8thC,8thc,701.0,800.0,750.0,parsed_century_single,,Made in: India (Kashmir),
"No: 1998,0122.2",7thC BC,7thcbc,-700.0,-601.0,-650.0,parsed_century_single,Orientalising Period,Made in: Boeotia,
"No: Am,NWC.62",1778 (before),1778,1778.0,1778.0,1778.0,parsed_ad_single,,,Found/Acquired: North America
No: EA11020,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 1855,0306.5",200BC-100BC (circa),200bc-100bc,-200.0,-100.0,-150.0,parsed_bc_range,Apulian (Greek),Made in: Puglia,Excavated/Findspot: Italy
"No: 1967,0221.23.4",3rdC BC (circa),3rdcbc,-300.0,-201.0,-250.0,parsed_century_single,,,Found/Acquired: Kausambi (historic) (attributed to)
"No: 1909,0619.1",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Archaic Greek,,
"No: 1805,0703.256",,,,,,no_date_text,Classical World,,
"No: 1857,1220.49.a",420BC (circa),420bc,-420.0,-420.0,-420.0,parsed_bc_single,East Greek,Made in: Halicarnassus (historic),Excavated/Findspot: Chiaoux (Halicarnassus)
No: EA11150,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
"No: 2014,3025.1",9thC,9thc,801.0,900.0,850.0,parsed_century_single,,Made in: Bangladesh,
"No: 1943,0215.30",18thC,18thc,1701.0,1800.0,1750.0,parsed_century_single,Qing dynasty; Qianlong,,Found/Acquired: China
"No: 1898,0702.1",1800-1900,1800-1900,1800.0,1900.0,1850.0,parsed_ad_range,,Made in: Sri Lanka,Found/Acquired: Sri Lanka
"No: 1936,1012.87",1115-1234,1115-1234,1115.0,1234.0,1174.0,parsed_ad_range,Jin dynasty,Made in: Henan (province),Found/Acquired: China
"No: 1956,1210.8",16thC,16thc,1501.0,1600.0,1550.0,parsed_century_single,,Made in: Nepal,Found/Acquired: Nepal
"No: 2022,3034.262",10thC-13thC,10thc-13thc,901.0,1300.0,1100.0,parsed_century_range,Song dynasty,Made in: China,
"No: 1938,0524.112",265-618,265-618,265.0,618.0,442.0,parsed_ad_range,Six Dynasties; Sui dynasty,,Found/Acquired: China
"No: 1854,0519.161",750BC (circa),750bc,-750.0,-750.0,-750.0,parsed_bc_single,Geometric Greek,,Excavated/Findspot: Phanaes
"No: 1772,0302.92",600BC-480BC (if original); 1700-1772 (if imitation),600bc-480bc,-600.0,-480.0,-540.0,parsed_bc_range,Archaic Period (Etruscan),Made in: Etruria (historic - Italy),
"No: 1868,0110.742",1stC(early),1stc,1.0,100.0,50.0,parsed_century_single,Roman; Hellenistic,,Excavated/Findspot: Corfu (said to be from)
"No: 1867,0508.746",430BC (circa),430bc,-430.0,-430.0,-430.0,parsed_bc_single,Classical Greek,,
"No: 1887,0307,II.36",1755-1757 (circa),1755-1757,1755.0,1757.0,1756.0,parsed_ad_range,,Factory in: Chelsea (London),
"No: 1936,1012.222",728 (Date recorded for the death of general Liu Tingxun.),728,728.0,728.0,728.0,parsed_ad_single,Tang dynasty,,Found/Acquired: Luoyang
"No: 1864,1007.1907.+",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,East Greek,Made in: Rhodes (?),Excavated/Findspot: Kamiros (historic)
"No: Af1954,+23.1246",20thC early,20thc,1901.0,2000.0,1950.0,parsed_century_single,,Made in: Democratic Republic of Congo,
"No: 1985,0308.3",1868-1893 (madecirca),1868-1893,1868.0,1893.0,1880.0,parsed_ad_range,,Original from: Nineveh (historic - Iraq);  Factory in: Spode Works,
"No: 1879,0610.1",3rdC BC-2ndC BC,3rdcbc-2ndcbc,-300.0,-101.0,-200.0,parsed_century_range,Hellenistic,,Excavated/Findspot: Thessaly
"No: 1888,0719.97",,,,,,no_date_text,Romano-British,,Excavated/Findspot: London (England)
No: EA15573,,,-1069.0,-945.0,-1007.0,no_date_text,21st Dynasty,,Found/Acquired: Egypt
"No: 1836,0224.432",200BC (circa),200bc,-200.0,-200.0,-200.0,parsed_bc_single,Apulian (Greek),Made in: Puglia,Excavated/Findspot: Italy
No: 1880.145,10thC; 15thC(late) (According to Blurton 2006.),10thc,901.0,1000.0,950.0,parsed_century_single,,Made in: Gaur (probably),Found/Acquired: India (East)
"No: 1830,0612.1",1600 (circa),1600,1600.0,1600.0,1600.0,parsed_ad_single,Mughal dynasty,Made in: India (historic - pre-1947),Found/Acquired: Allahabad (city)
"No: 1939,0117.4",11thC(late),11thc,1001.0,1100.0,1050.0,parsed_century_single,Chola,,Found/Acquired: India (South)
"No: 1907,0519.47",180BC (circa),180bc,-180.0,-180.0,-180.0,parsed_bc_single,Hellenistic,Made in: Smyrna (historic) (engraved in),
"No: 1817,0308.1",,,,,,no_date_text,Romano-British,,Excavated/Findspot: Barkway (Barkway Hoard)
